# Silica Networks Geofeed — RFC 8805
# prefix,CC,region,city,cp

186.191.109.0/24,AR,,,
186.191.110.0/24,AR,,,
186.191.111.0/24,AR,,,
186.191.112.0/24,AR,,,
186.191.113.0/24,AR,,,
186.191.114.0/24,AR,,,
186.191.115.0/24,AR,,,
186.191.116.0/24,AR,,,
186.191.117.0/24,AR,,,
186.191.118.0/24,AR,,,
186.191.119.0/24,AR,,,
186.191.120.0/24,AR,,,
186.191.121.0/24,AR,,,
186.191.122.0/24,AR,,,
186.191.123.0/24,AR,,,
186.191.124.0/24,AR,,,
186.191.125.0/24,AR,,,
186.191.126.0/24,AR,,,
186.191.127.0/24,AR,,,
186.191.128.0/24,AR,,,
186.191.129.0/24,AR,,,
186.191.130.0/24,AR,,,
186.191.131.0/24,AR,,,
186.191.132.0/24,AR,,,
186.191.133.0/24,AR,,,
186.191.134.0/24,AR,,,
186.191.135.0/24,AR,,,
186.191.136.0/24,AR,,,
186.191.137.0/24,AR,,,
186.191.138.0/24,AR,,,
186.191.139.0/24,AR,,,
186.191.140.0/24,AR,,,
186.191.141.0/24,AR,,,
186.191.142.0/24,AR,,,
186.191.143.0/24,AR,,,
186.191.144.0/24,AR,,,
186.191.145.0/24,AR,,,
186.191.146.0/24,AR,,,
186.191.147.0/24,AR,,,
186.191.148.0/24,AR,,,
186.191.149.0/24,AR,,,
186.191.150.0/24,AR,,,
186.191.151.0/24,AR,,,
186.191.152.0/24,AR,,,
186.191.153.0/24,AR,,,
186.191.154.0/24,AR,,,
186.191.155.0/24,AR,,,
186.191.156.0/24,AR,,,
186.191.157.0/24,AR,,,
186.191.158.0/24,AR,,,
186.191.159.0/24,AR,,,
186.191.160.0/24,AR,,,
186.191.161.0/24,AR,,,
186.191.162.0/24,AR,,,
186.191.163.0/24,AR,,,
186.191.164.0/24,AR,,,
186.191.165.0/24,AR,,,
186.191.166.0/24,AR,,,
186.191.167.0/24,AR,,,
186.191.168.0/24,AR,,,
186.191.169.0/24,AR,,,
186.191.170.0/24,AR,,,
186.191.171.0/24,AR,,,
186.191.172.0/24,AR,,,
186.191.173.0/24,AR,,,
186.191.174.0/24,AR,,,
186.191.175.0/24,AR,,,
186.191.176.0/24,AR,,,
186.191.177.0/24,AR,,,
186.191.178.0/24,AR,,,
186.191.179.0/24,AR,,,
186.191.180.0/24,AR,,,
186.191.181.0/24,AR,,,
186.191.182.0/24,AR,,,
186.191.183.0/24,AR,,,
186.191.184.0/24,AR,,,
186.191.185.0/24,AR,,,
186.191.186.0/24,AR,,,
186.191.187.0/24,AR,,,
186.191.188.0/24,AR,,,
186.191.189.0/24,AR,,,
186.191.190.0/24,AR,,,
186.191.191.0/24,AR,,,
186.191.192.0/24,AR,,,
186.191.193.0/24,AR,,,
186.191.194.0/24,AR,,,
186.191.195.0/24,AR,,,
186.191.196.0/24,AR,,,
186.191.197.0/24,AR,,,
186.191.198.0/24,AR,,,
186.191.199.0/24,AR,,,
186.191.200.0/24,AR,,,
186.191.201.0/24,AR,,,
186.191.202.0/24,AR,,,
186.191.203.0/24,AR,,,
186.191.204.0/24,AR,,,
186.191.205.0/24,AR,,,
186.191.206.0/24,AR,,,
186.191.207.0/24,AR,,,
186.191.208.0/24,AR,,,
186.191.209.0/24,AR,,,
186.191.210.0/24,AR,,,
186.191.211.0/24,AR,,,
186.191.212.0/24,AR,,,
186.191.213.0/24,AR,,,
186.191.214.0/24,AR,,,
186.191.215.0/24,AR,,,
186.191.216.0/24,AR,,,
186.191.217.0/24,AR,,,
186.191.218.0/24,AR,,,
186.191.219.0/24,AR,,,
186.191.220.0/24,AR,,,
186.191.221.0/24,AR,,,
186.191.222.0/24,AR,,,
186.191.223.0/24,AR,,,
186.191.240.0/24,AR,,,
186.191.241.0/24,AR,,,
186.191.242.0/24,AR,AR-M,Guaymallen,
186.191.243.0/24,AR,,,
186.191.244.0/24,AR,AR-B,General Pueyrredon,
186.191.245.0/24,AR,AR-M,Guaymallen,
186.191.246.0/24,AR,,,
186.191.247.0/24,AR,,,
186.191.248.0/24,AR,AR-B,General Pueyrredon,
186.191.249.0/24,AR,,,
186.191.250.0/24,AR,AR-M,Guaymallen,
186.191.251.0/24,AR,,,
186.191.252.0/24,AR,,,
186.191.253.0/24,AR,,,
186.191.254.0/24,AR,,,
186.191.255.0/24,AR,,,
181.116.0.0/24,AR,,,
181.116.1.0/24,AR,,,
181.116.2.0/24,AR,,,
181.116.3.0/24,AR,,,
181.116.4.0/24,AR,,,
181.116.5.0/24,AR,,,
181.116.6.0/24,AR,,,
181.116.7.0/24,AR,,,
181.116.8.0/24,AR,,,
181.116.9.0/24,AR,,,
181.116.10.0/24,AR,,,
181.116.11.0/24,AR,,,
181.116.12.0/24,AR,,,
181.116.13.0/24,AR,,,
181.116.14.0/24,AR,,,
181.116.15.0/24,AR,,,
181.116.16.0/24,AR,,,
181.116.17.0/24,AR,,,
181.116.18.0/24,AR,,,
181.116.19.0/24,AR,,,
181.116.20.0/24,AR,,,
181.116.21.0/24,AR,,,
181.116.22.0/24,AR,,,
181.116.23.0/24,AR,,,
181.116.24.0/24,AR,,,
181.116.25.0/24,AR,,,
181.116.26.0/24,AR,,,
181.116.27.0/24,AR,,,
181.116.28.0/24,AR,,,
181.116.29.0/24,AR,,,
181.116.30.0/24,AR,,,
181.116.31.0/24,AR,,,
181.116.32.0/24,AR,,,
181.116.33.0/24,AR,,,
181.116.34.0/24,AR,,,
181.116.35.0/24,AR,,,
181.116.36.0/24,AR,,,
181.116.37.0/24,AR,,,
181.116.38.0/24,AR,,,
181.116.39.0/24,AR,,,
181.116.40.0/24,AR,AR-B,General Pueyrredon,
181.116.41.0/24,AR,AR-B,General Pueyrredon,
181.116.42.0/24,AR,AR-B,General Pueyrredon,
181.116.43.0/24,AR,AR-B,General Pueyrredon,
181.116.44.0/24,AR,AR-B,General Pueyrredon,
181.116.45.0/24,AR,AR-B,General Pueyrredon,
181.116.46.0/24,AR,AR-B,General Pueyrredon,
181.116.47.0/24,AR,AR-B,General Pueyrredon,
181.116.48.0/24,AR,,,
181.116.49.0/24,AR,,,
181.116.50.0/24,AR,,,
181.116.51.0/24,AR,,,
181.116.52.0/24,AR,,,
181.116.53.0/24,AR,,,
181.116.54.0/24,AR,,,
181.116.55.0/24,AR,,,
181.116.56.0/24,AR,AR-B,La Plata,
181.116.57.0/24,AR,,,
181.116.58.0/24,AR,AR-B,La Plata,
181.116.59.0/24,AR,,,
181.116.60.0/24,AR,AR-X,Cordoba,
181.116.61.0/24,AR,AR-X,Cordoba,
181.116.62.0/24,AR,AR-X,Cordoba,
181.116.63.0/24,AR,AR-X,Cordoba,
181.116.64.0/24,AR,AR-B,Avellaneda,
181.116.65.0/24,AR,,,
181.116.66.0/24,AR,,,
181.116.67.0/24,AR,,,
181.116.68.0/24,AR,,,
181.116.69.0/24,AR,,,
181.116.70.0/24,AR,,,
181.116.71.0/24,AR,,,
181.116.72.0/24,AR,,,
181.116.73.0/24,AR,,,
181.116.74.0/24,AR,,,
181.116.75.0/24,AR,,,
181.116.76.0/24,AR,AR-Y,Libertador General San Martin,
181.116.77.0/24,AR,AR-B,La Plata,
181.116.78.0/24,AR,AR-B,La Plata,
181.116.79.0/24,AR,AR-B,La Plata,
181.116.80.0/24,AR,AR-T,San Miguel de Tucuman,
181.116.81.0/24,AR,,,
181.116.82.0/24,AR,,,
181.116.83.0/24,AR,,,
181.116.84.0/24,AR,,,
181.116.85.0/24,AR,,,
181.116.86.0/24,AR,,,
181.116.87.0/24,AR,,,
181.116.88.0/24,AR,AR-B,La Plata,
181.116.89.0/24,AR,,,
181.116.90.0/24,AR,,,
181.116.91.0/24,AR,,,
181.116.92.0/24,AR,AR-B,La Plata,
181.116.93.0/24,AR,,,
181.116.94.0/24,AR,,,
181.116.95.0/24,AR,,,
181.116.96.0/24,AR,,,
181.116.97.0/24,AR,,,
181.116.98.0/24,AR,,,
181.116.99.0/24,AR,,,
181.116.100.0/24,AR,,,
181.116.101.0/24,AR,,,
181.116.102.0/24,AR,,,
181.116.103.0/24,AR,,,
181.116.104.0/24,AR,,,
181.116.105.0/24,AR,,,
181.116.106.0/24,AR,,,
181.116.107.0/24,AR,,,
181.116.108.0/24,AR,,,
181.116.109.0/24,AR,,,
181.116.110.0/24,AR,,,
181.116.111.0/24,AR,,,
181.116.112.0/24,AR,,,
181.116.113.0/24,AR,,,
181.116.114.0/24,AR,,,
181.116.115.0/24,AR,,,
181.116.116.0/24,AR,,,
181.116.117.0/24,AR,,,
181.116.118.0/24,AR,,,
181.116.119.0/24,AR,,,
181.116.120.0/24,AR,,,
181.116.121.0/24,AR,,,
181.116.122.0/24,AR,,,
181.116.123.0/24,AR,,,
181.116.124.0/24,AR,AR-T,San Miguel de Tucuman,
181.116.125.0/24,AR,,,
181.116.126.0/24,AR,,,
181.116.127.0/24,AR,,,
181.116.128.0/24,AR,,,
181.116.129.0/24,AR,,,
181.116.130.0/24,AR,,,
181.116.131.0/24,AR,,,
181.116.132.0/24,AR,,,
181.116.133.0/24,AR,,,
181.116.134.0/24,AR,,,
181.116.135.0/24,AR,,,
181.116.136.0/24,AR,,,
181.116.137.0/24,AR,,,
181.116.138.0/24,AR,,,
181.116.139.0/24,AR,,,
181.116.140.0/24,AR,,,
181.116.141.0/24,AR,,,
181.116.142.0/24,AR,,,
181.116.143.0/24,AR,,,
181.116.144.0/24,AR,,,
181.116.145.0/24,AR,,,
181.116.146.0/24,AR,,,
181.116.147.0/24,AR,,,
181.116.148.0/24,AR,,,
181.116.149.0/24,AR,,,
181.116.150.0/24,AR,,,
181.116.151.0/24,AR,,,
181.116.152.0/24,AR,,,
181.116.153.0/24,AR,,,
181.116.154.0/24,AR,,,
181.116.155.0/24,AR,,,
181.116.156.0/24,AR,,,
181.116.157.0/24,AR,,,
181.116.158.0/24,AR,,,
181.116.159.0/24,AR,,,
181.116.160.0/24,AR,,,
181.116.161.0/24,AR,,,
181.116.162.0/24,AR,,,
181.116.163.0/24,AR,,,
181.116.164.0/24,AR,,,
181.116.165.0/24,AR,,,
181.116.166.0/24,AR,,,
181.116.167.0/24,AR,,,
181.116.168.0/24,AR,,,
181.116.169.0/24,AR,,,
181.116.170.0/24,AR,,,
181.116.171.0/24,AR,,,
181.116.172.0/24,AR,,,
181.116.173.0/24,AR,,,
181.116.174.0/24,AR,,,
181.116.175.0/24,AR,,,
181.116.176.0/24,AR,AR-B,Avellaneda,
181.116.177.0/24,AR,AR-B,Avellaneda,
181.116.178.0/24,AR,AR-B,Avellaneda,
181.116.179.0/24,AR,AR-B,Avellaneda,
181.116.180.0/24,AR,AR-B,Avellaneda,
181.116.181.0/24,AR,AR-B,Avellaneda,
181.116.182.0/24,AR,AR-B,Avellaneda,
181.116.183.0/24,AR,AR-B,Avellaneda,
181.116.192.0/24,AR,,,
181.116.193.0/24,AR,,,
181.116.194.0/24,AR,,,
181.116.195.0/24,AR,,,
181.116.196.0/24,AR,,,
181.116.197.0/24,AR,,,
181.116.198.0/24,AR,,,
181.116.199.0/24,AR,,,
181.116.200.0/24,AR,AR-A,,
181.116.201.0/24,AR,AR-A,,
181.116.202.0/24,AR,AR-A,,
181.116.203.0/24,AR,AR-A,,
181.116.204.0/24,AR,AR-A,,
181.116.205.0/24,AR,AR-A,,
181.116.206.0/24,AR,AR-A,,
181.116.207.0/24,AR,AR-A,,
181.116.208.0/24,AR,AR-B,General Pueyrredon,
181.116.209.0/24,AR,AR-S,Rosario,
181.116.210.0/24,AR,,,
181.116.211.0/24,AR,,,
181.116.212.0/24,AR,AR-J,Rawson,
181.116.213.0/24,AR,AR-H,Resistencia,
181.116.214.0/24,AR,AR-J,Rawson,
181.116.215.0/24,AR,AR-T,San Miguel de Tucuman,
181.116.216.0/24,AR,,,
181.116.217.0/24,AR,,,
181.116.218.0/24,AR,,,
181.116.219.0/24,AR,,,
181.116.220.0/24,AR,AR-B,La Plata,
181.116.221.0/24,AR,AR-B,La Plata,
181.116.222.0/24,AR,AR-B,Avellaneda,
181.116.223.0/24,AR,,,
181.116.224.0/24,AR,,,
181.116.225.0/24,AR,,,
181.116.226.0/24,AR,,,
181.116.227.0/24,AR,,,
181.116.228.0/24,AR,,,
181.116.229.0/24,AR,,,
181.116.230.0/24,AR,,,
181.116.231.0/24,AR,,,
181.116.232.0/24,AR,,,
181.116.233.0/24,AR,,,
181.116.234.0/24,AR,,,
181.116.235.0/24,AR,,,
181.116.236.0/24,AR,,,
181.116.237.0/24,AR,,,
181.116.238.0/24,AR,,,
181.116.239.0/24,AR,,,
181.116.240.0/24,AR,,,
181.116.241.0/24,AR,,,
181.116.242.0/24,AR,,,
181.116.243.0/24,AR,,,
181.116.244.0/24,AR,,,
181.116.245.0/24,AR,,,
181.116.246.0/24,AR,,,
181.116.247.0/24,AR,,,
181.116.248.0/24,AR,AR-W,Corrientes,
181.116.249.0/24,AR,AR-W,Corrientes,
181.116.250.0/24,AR,,,
181.116.251.0/24,AR,,,
181.116.252.0/24,AR,AR-G,Capital,
181.116.253.0/24,AR,,,
181.116.254.0/24,AR,,,
181.116.255.0/24,AR,,,
181.238.0.0/24,AR,,,
181.238.1.0/24,AR,,,
181.238.2.0/24,AR,,,
181.238.3.0/24,AR,,,
181.238.4.0/24,AR,,,
181.238.5.0/24,AR,,,
181.238.6.0/24,AR,,,
181.238.7.0/24,AR,,,
181.238.8.0/24,AR,,,
181.238.9.0/24,AR,,,
181.238.10.0/24,AR,,,
181.238.11.0/24,AR,,,
181.238.12.0/24,AR,,,
181.238.13.0/24,AR,,,
181.238.14.0/24,AR,,,
181.238.15.0/24,AR,,,
181.238.16.0/24,AR,,,
181.238.17.0/24,AR,,,
181.238.18.0/24,AR,,,
181.238.19.0/24,AR,,,
181.238.20.0/24,AR,,,
181.238.21.0/24,AR,,,
181.238.22.0/24,AR,,,
181.238.23.0/24,AR,,,
181.238.24.0/24,AR,,,
181.238.25.0/24,AR,,,
181.238.26.0/24,AR,,,
181.238.27.0/24,AR,,,
181.238.28.0/24,AR,,,
181.238.29.0/24,AR,,,
181.238.30.0/24,AR,,,
181.238.31.0/24,AR,,,
181.238.32.0/24,AR,,,
181.238.33.0/24,AR,,,
181.238.34.0/24,AR,,,
181.238.35.0/24,AR,,,
181.238.36.0/24,AR,,,
181.238.37.0/24,AR,,,
181.238.38.0/24,AR,,,
181.238.39.0/24,AR,,,
181.238.40.0/24,AR,,,
181.238.41.0/24,AR,,,
181.238.42.0/24,AR,,,
181.238.43.0/24,AR,,,
181.238.44.0/24,AR,,,
181.238.45.0/24,AR,,,
181.238.46.0/24,AR,,,
181.238.47.0/24,AR,,,
181.238.48.0/24,AR,,,
181.238.49.0/24,AR,,,
181.238.50.0/24,AR,,,
181.238.51.0/24,AR,,,
181.238.52.0/24,AR,,,
181.238.53.0/24,AR,,,
181.238.54.0/24,AR,,,
181.238.55.0/24,AR,,,
181.238.56.0/24,AR,,,
181.238.57.0/24,AR,,,
181.238.58.0/24,AR,,,
181.238.59.0/24,AR,,,
181.238.60.0/24,AR,,,
181.238.61.0/24,AR,,,
181.238.62.0/24,AR,,,
181.238.63.0/24,AR,,,
181.238.64.0/24,AR,,,
181.238.65.0/24,AR,,,
181.238.66.0/24,AR,,,
181.238.67.0/24,AR,,,
181.238.68.0/24,AR,,,
181.238.69.0/24,AR,,,
181.238.70.0/24,AR,,,
181.238.71.0/24,AR,,,
181.238.72.0/24,AR,,,
181.238.73.0/24,AR,,,
181.238.74.0/24,AR,,,
181.238.75.0/24,AR,,,
181.238.76.0/24,AR,,,
181.238.77.0/24,AR,,,
181.238.78.0/24,AR,,,
181.238.79.0/24,AR,,,
181.238.80.0/24,AR,,,
181.238.81.0/24,AR,,,
192.140.92.0/22,EC,EC-E,Esmeraldas,
2803:c5c0::/32,EC,EC-E,Esmeraldas,
181.238.82.0/24,AR,,,
181.238.83.0/24,AR,,,
181.238.84.0/24,AR,,,
181.238.85.0/24,AR,,,
181.238.86.0/24,AR,,,
181.238.87.0/24,AR,,,
181.238.88.0/24,AR,,,
181.238.89.0/24,AR,,,
181.238.90.0/24,AR,,,
181.238.91.0/24,AR,,,
181.238.92.0/24,AR,,,
181.238.93.0/24,AR,,,
181.238.94.0/24,AR,,,
181.238.95.0/24,AR,,,
181.238.96.0/24,AR,,,
181.238.97.0/24,AR,,,
181.238.98.0/24,AR,,,
181.238.99.0/24,AR,,,
181.238.100.0/24,AR,,,
181.238.101.0/24,AR,,,
181.238.102.0/24,AR,,,
181.238.103.0/24,AR,,,
181.238.104.0/24,AR,,,
181.238.105.0/24,AR,,,
181.238.106.0/24,AR,,,
181.238.107.0/24,AR,,,
181.238.108.0/24,AR,,,
181.238.109.0/24,AR,,,
181.238.110.0/24,AR,,,
181.238.111.0/24,AR,,,
181.238.112.0/24,AR,,,
181.238.113.0/24,AR,,,
181.238.114.0/24,AR,,,
181.238.115.0/24,AR,,,
181.238.116.0/24,AR,,,
181.238.117.0/24,AR,,,
181.238.118.0/24,AR,,,
181.238.119.0/24,AR,,,
181.238.120.0/24,AR,,,
181.238.121.0/24,AR,,,
181.238.122.0/24,AR,,,
181.238.123.0/24,AR,,,
181.238.124.0/24,AR,,,
181.238.125.0/24,AR,,,
181.238.126.0/24,AR,,,
181.238.127.0/24,AR,,,
181.238.128.0/24,AR,,,
181.238.129.0/24,AR,,,
181.238.130.0/24,AR,,,
181.238.131.0/24,AR,,,
181.238.132.0/24,AR,,,
181.238.133.0/24,AR,,,
181.238.134.0/24,AR,,,
181.238.135.0/24,AR,,,
181.238.136.0/24,AR,,,
181.238.137.0/24,AR,,,
181.238.138.0/24,AR,,,
181.238.139.0/24,AR,,,
181.238.140.0/24,AR,,,
181.238.141.0/24,AR,,,
181.238.142.0/24,AR,,,
181.238.143.0/24,AR,,,
181.238.144.0/24,AR,,,
181.238.145.0/24,AR,,,
181.238.146.0/24,AR,,,
181.238.147.0/24,AR,,,
181.238.148.0/24,AR,,,
181.238.149.0/24,AR,,,
181.238.150.0/24,AR,,,
181.238.151.0/24,AR,,,
181.238.152.0/24,AR,,,
181.238.153.0/24,AR,,,
181.238.154.0/24,AR,,,
181.238.155.0/24,AR,,,
181.238.156.0/24,AR,,,
181.238.157.0/24,AR,,,
181.238.158.0/24,AR,,,
181.238.159.0/24,AR,,,
181.238.160.0/24,AR,,,
181.238.161.0/24,AR,,,
181.238.162.0/24,AR,,,
181.238.163.0/24,AR,,,
181.238.164.0/24,AR,,,
181.238.165.0/24,AR,,,
181.238.166.0/24,AR,,,
181.238.167.0/24,AR,,,
181.238.168.0/24,AR,,,
181.238.169.0/24,AR,,,
181.238.170.0/24,AR,,,
181.238.171.0/24,AR,,,
181.238.172.0/24,AR,,,
181.238.173.0/24,AR,,,
181.238.174.0/24,AR,,,
181.238.175.0/24,AR,,,
181.238.176.0/24,AR,,,
181.238.177.0/24,AR,,,
181.238.178.0/24,AR,,,
181.238.179.0/24,AR,,,
181.238.180.0/24,AR,,,
181.238.181.0/24,AR,,,
181.238.182.0/24,AR,,,
181.238.183.0/24,AR,,,
181.238.184.0/24,AR,,,
181.238.185.0/24,AR,,,
181.238.186.0/24,AR,,,
181.238.187.0/24,AR,,,
181.238.188.0/24,AR,,,
181.238.189.0/24,AR,,,
181.238.190.0/24,AR,,,
181.238.191.0/24,AR,,,
181.238.192.0/24,AR,,,
181.238.193.0/24,AR,,,
181.238.194.0/24,AR,,,
181.238.195.0/24,AR,,,
181.238.196.0/24,AR,,,
181.238.197.0/24,AR,,,
181.238.198.0/24,AR,,,
181.238.199.0/24,AR,,,
181.238.200.0/24,AR,,,
181.238.201.0/24,AR,,,
181.238.202.0/24,AR,,,
181.238.203.0/24,AR,,,
181.238.204.0/24,AR,,,
181.238.205.0/24,AR,,,
181.238.206.0/24,AR,,,
181.238.207.0/24,AR,,,
181.238.208.0/24,AR,,,
181.238.209.0/24,AR,,,
181.238.210.0/24,AR,,,
181.238.211.0/24,AR,,,
181.238.212.0/24,AR,,,
181.238.213.0/24,AR,,,
181.238.214.0/24,AR,,,
181.238.215.0/24,AR,,,
181.238.216.0/24,AR,,,
181.238.217.0/24,AR,,,
181.238.218.0/24,AR,,,
181.238.219.0/24,AR,,,
181.238.220.0/24,AR,,,
181.238.221.0/24,AR,,,
181.238.222.0/24,AR,,,
181.238.223.0/24,AR,,,
181.238.224.0/24,AR,,,
181.238.225.0/24,AR,,,
181.238.226.0/24,AR,,,
181.238.227.0/24,AR,,,
181.238.228.0/24,AR,,,
181.238.229.0/24,AR,,,
181.238.230.0/24,AR,,,
181.238.231.0/24,AR,,,
181.238.232.0/24,AR,,,
181.238.233.0/24,AR,,,
181.238.234.0/24,AR,,,
181.238.235.0/24,AR,,,
181.238.236.0/24,AR,,,
181.238.237.0/24,AR,,,
181.238.238.0/24,AR,,,
181.238.239.0/24,AR,,,
181.238.240.0/24,AR,,,
181.238.241.0/24,AR,,,
181.238.242.0/24,AR,,,
181.238.243.0/24,AR,,,
181.238.244.0/24,AR,,,
181.238.245.0/24,AR,,,
181.238.246.0/24,AR,,,
181.238.247.0/24,AR,,,
181.238.248.0/24,AR,,,
181.238.249.0/24,AR,,,
181.238.250.0/24,AR,,,
181.238.251.0/24,AR,,,
181.238.252.0/24,AR,,,
181.238.253.0/24,AR,,,
181.238.254.0/24,AR,,,
181.238.255.0/24,AR,,,
181.239.0.0/24,AR,,,
181.239.1.0/24,AR,,,
181.239.2.0/24,AR,,,
181.239.3.0/24,AR,,,
181.239.4.0/24,AR,,,
181.239.5.0/24,AR,,,
181.239.6.0/24,AR,,,
181.239.7.0/24,AR,,,
181.239.8.0/24,AR,,,
181.239.9.0/24,AR,,,
181.239.10.0/24,AR,,,
181.239.11.0/24,AR,,,
181.239.12.0/24,AR,,,
181.239.13.0/24,AR,,,
181.239.14.0/24,AR,,,
181.239.15.0/24,AR,,,
181.239.16.0/24,AR,,,
181.239.17.0/24,AR,,,
181.239.18.0/24,AR,,,
181.239.19.0/24,AR,,,
181.239.20.0/24,AR,,,
181.239.21.0/24,AR,,,
181.239.22.0/24,AR,,,
181.239.23.0/24,AR,,,
181.239.24.0/24,AR,,,
181.239.25.0/24,AR,,,
181.239.26.0/24,AR,,,
181.239.27.0/24,AR,,,
181.239.28.0/24,AR,,,
181.239.29.0/24,AR,,,
181.239.30.0/24,AR,,,
181.239.31.0/24,AR,,,
181.239.32.0/24,AR,,,
181.239.33.0/24,AR,,,
181.239.34.0/24,AR,,,
181.239.35.0/24,AR,,,
181.239.36.0/24,AR,,,
181.239.37.0/24,AR,,,
181.239.38.0/24,AR,,,
181.239.39.0/24,AR,,,
181.239.40.0/24,AR,,,
181.239.41.0/24,AR,,,
181.239.42.0/24,AR,,,
181.239.43.0/24,AR,,,
181.239.44.0/24,AR,,,
181.239.45.0/24,AR,,,
181.239.46.0/24,AR,,,
181.239.47.0/24,AR,,,
181.239.48.0/24,AR,,,
181.239.49.0/24,AR,,,
181.239.50.0/24,AR,,,
181.239.51.0/24,AR,,,
181.239.52.0/24,AR,,,
181.239.53.0/24,AR,,,
181.239.54.0/24,AR,,,
181.239.55.0/24,AR,,,
181.239.56.0/24,AR,,,
181.239.57.0/24,AR,,,
181.239.58.0/24,AR,,,
181.239.59.0/24,AR,,,
181.239.60.0/24,AR,,,
181.239.61.0/24,AR,,,
181.239.62.0/24,AR,,,
181.239.63.0/24,AR,AR-B,General Pueyrredon,
181.239.64.0/24,AR,,,
181.239.65.0/24,AR,,,
181.239.66.0/24,AR,,,
181.239.67.0/24,AR,,,
181.239.68.0/24,AR,AR-T,San Miguel de Tucuman,
181.239.69.0/24,AR,,,
181.239.70.0/24,AR,,,
181.239.71.0/24,AR,AR-T,San Miguel de Tucuman,
181.239.72.0/24,AR,,,
181.239.73.0/24,AR,,,
181.239.74.0/24,AR,,,
181.239.75.0/24,AR,,,
181.239.76.0/24,AR,,,
181.239.77.0/24,AR,,,
181.239.78.0/24,AR,,,
181.239.79.0/24,AR,,,
181.239.80.0/24,AR,,,
181.239.81.0/24,AR,,,
181.239.82.0/24,AR,,,
181.239.83.0/24,AR,,,
181.239.84.0/24,AR,,,
181.239.85.0/24,AR,,,
181.239.86.0/24,AR,,,
181.239.87.0/24,AR,,,
181.239.88.0/24,AR,,,
181.239.89.0/24,AR,,,
181.239.90.0/24,AR,,,
181.239.91.0/24,AR,,,
181.239.92.0/24,AR,,,
181.239.93.0/24,AR,,,
181.239.94.0/24,AR,,,
181.239.95.0/24,AR,,,
181.239.96.0/24,AR,,,
181.239.97.0/24,AR,,,
181.239.98.0/24,AR,,,
181.239.99.0/24,AR,,,
181.239.100.0/24,AR,,,
181.239.101.0/24,AR,,,
181.239.102.0/24,AR,,,
181.239.103.0/24,AR,,,
181.239.104.0/24,AR,,,
181.239.105.0/24,AR,,,
181.239.106.0/24,AR,,,
181.239.107.0/24,AR,,,
181.239.108.0/24,AR,,,
181.239.109.0/24,AR,,,
181.239.110.0/24,AR,,,
181.239.111.0/24,AR,,,
181.239.112.0/24,AR,,,
181.239.113.0/24,AR,,,
181.239.114.0/24,AR,,,
181.239.115.0/24,AR,,,
181.239.116.0/24,AR,,,
181.239.117.0/24,AR,,,
181.239.118.0/24,AR,,,
181.239.119.0/24,AR,,,
181.239.120.0/24,AR,,,
181.239.121.0/24,AR,,,
181.239.122.0/24,AR,,,
181.239.123.0/24,AR,,,
181.239.124.0/24,AR,,,
181.239.125.0/24,AR,,,
181.239.126.0/24,AR,,,
181.239.127.0/24,AR,,,
181.239.128.0/24,AR,,,
181.239.129.0/24,AR,,,
181.239.130.0/24,AR,,,
181.239.131.0/24,AR,,,
181.239.132.0/24,AR,,,
181.239.133.0/24,AR,,,
181.239.134.0/24,AR,,,
181.239.135.0/24,AR,,,
181.239.136.0/24,AR,,,
181.239.137.0/24,AR,,,
181.239.138.0/24,AR,,,
181.239.139.0/24,AR,,,
181.239.140.0/24,AR,,,
181.239.141.0/24,AR,,,
181.239.142.0/24,AR,,,
181.239.143.0/24,AR,,,
181.239.144.0/24,AR,,,
181.239.145.0/24,AR,,,
181.239.146.0/24,AR,,,
181.239.147.0/24,AR,,,
181.239.148.0/24,AR,,,
181.239.149.0/24,AR,,,
181.239.150.0/24,AR,,,
181.239.151.0/24,AR,,,
181.239.152.0/24,AR,,,
181.239.153.0/24,AR,,,
181.239.154.0/24,AR,,,
181.239.155.0/24,AR,,,
181.239.156.0/24,AR,,,
181.239.157.0/24,AR,,,
181.239.158.0/24,AR,,,
181.239.159.0/24,AR,,,
181.239.160.0/24,AR,,,
181.239.161.0/24,AR,,,
181.239.162.0/24,AR,,,
181.239.163.0/24,AR,,,
181.239.164.0/24,AR,,,
181.239.165.0/24,AR,,,
181.239.166.0/24,AR,,,
181.239.167.0/24,AR,,,
181.239.168.0/24,AR,,,
181.239.169.0/24,AR,,,
181.239.170.0/24,AR,,,
181.239.171.0/24,AR,,,
181.239.172.0/24,AR,,,
181.239.173.0/24,AR,,,
181.239.174.0/24,AR,,,
181.239.175.0/24,AR,,,
181.239.176.0/24,AR,,,
181.239.177.0/24,AR,,,
181.239.178.0/24,AR,,,
181.239.179.0/24,AR,,,
181.239.180.0/24,AR,,,
181.239.181.0/24,AR,,,
181.239.182.0/24,AR,,,
181.239.183.0/24,AR,,,
181.239.184.0/24,AR,,,
181.239.185.0/24,AR,,,
181.239.186.0/24,AR,,,
181.239.187.0/24,AR,,,
181.239.188.0/24,AR,,,
181.239.189.0/24,AR,,,
181.239.190.0/24,AR,,,
181.239.191.0/24,AR,,,
181.239.192.0/24,AR,,,
181.239.193.0/24,AR,,,
181.239.194.0/24,AR,,,
181.239.195.0/24,AR,,,
181.239.196.0/24,AR,,,
181.239.197.0/24,AR,,,
181.239.198.0/24,AR,,,
